ISBN,title,authors,books_count
9781573229579,Other Worlds,"Savinien Cyrano De Bergerac, G. Strachan",37
9780345418777,Introduction To Fire Prevention,James C. Robertson,60
9780517201657,To Catch A Sheik ,Teresa Southwick,12
9780743211383,The Awakening And Selected Stories Of Kate Chopin,"Kate Chopin, Barbara H. Solomon",4
9780399143700,On The Tycoon's Terms   Do Not Disturb!,Sandra Field,65
9781884777806,Sleeping Partners ,Helen Brooks,4
9780312977900,The Real Mother Goose,"Blanche Fisher Wright, Blanche Fish Wright",28
9780812521337,Heathcliff Gone Fishin'!,George Gately,62
9780451205421,The Bad Place,Dean R. Koontz,70
9780894342783,Two For Texas,James Lee Burke,15
9780440218531,The Amazing Adventures Of Kavalier &," Clay, Michael Chabon",2
9780449207598,Greygallows,Barbara Michaels,46
9780670844593,Into The Darkness,Barbara Michaels,22
9780394575131,Someone In The House,Barbara Michaels,31
9780394559483,The House With A Clock In Its Walls,John Bellairs,40
9780804001946,Catnap: A Midnight Louie Mystery,Carole Nelson Douglas,49
9780590897983,The Princess Bride: S Morgenstern's Classic Tale Of True Love And High Adventure,William Goldman,22
9780689832871,A Dangerous Place: California's Unsettling Fate,Marc Reisner,25
9780689829697,Black Hawk Down: A Story Of Modern War,Mark Bowden,46
9780439042918,The Burberry Style,Jonathan Pearce,54
9780064409452,Heavier Than Air: Riches To Burn In Balona,Jonathan Pearce,37
9780064405058,A Little Honesty: Trials And Triumphs Of A Prince Of Balona,Jonathan Pearce,27
9780439221658,The Balona Klongs,Jonathan Pearce,6
9780152162443,Sang Froyd,Jonathan Pearce,30
9780152162573,The Chocolate Korndog,Jonathan Pearce,29
9780152162504,One Brick Shy,Jonathan Pearce,33
9781562477523,Spring Break,Jonathan Pearce,65
9780439221672,Focusing The Private Eye,Jonathan Pearce,5
9780439221689,A Cuisine Of Leftovers,Jonathan Pearce,37
9780439221719,Finding Dad,Jonathan Pearce,23
9780439221702,Natural Causes,Michael Palmer,58
9780439221733,Degree Of Guilt,Richard North Patterson,22
9780440415992,Wuthering Heights,Emily Bronte,14
9780895872104,Emma,Jane Austen,44
9780689835858,Fight Club: A Novel,Chuck Palahniuk,36
9780345391803,The Shipping News,E. Annie Proulx,67
9780440219071,The Frog King,Adam Davies,38
9781854245977,Outhouses Of Alaska,Harry M. Walker,28
9782080105431,The Smoke Jumper,Nicholas Evans,26
9783499133589,The Unbearable Lightness Of Being,Milan Kundera,17
9783257201765,A Spell For Chameleon,Piers Anthony,47
9783404121687,Das Kurze Leben Der Sophie Scholl,Hermann Vinke,56
9783404118960,Cloud Atlas: A Novel,David Mitchell,25
9780345356574,Hard-Boiled Wonderland And The End Of The World: A Novel,Haruki Murakami,42
9780345346971,Norwegian Wood,"Haruki Murakami, Jay Rubin",10
9780753804704,A Little Princess,"Frances Hodgson Burnett, Gabriela Dellosso",29
9780451155757,Talking To Dragons,Patricia C. Wrede,3
9780786890439,The Call Of The Wild And Selected Stories: 100th Anniversary Edition,"Jack London, Alex Kershaw",47
9780415928083,A Life God Rewards For Teens,"Bruce Wilkinson, David Kopp",34
9780521427159,Calling On Dragons,Patricia C. Wrede,16
9780812923278,A Temporary New Wife,Malcolm Goodway,69
9780884111344,Reap The Wind,Iris Johansen,18
9780345428547,Sins Of Omission: A Novel,Fern Michaels,39
9780671694043,White Lies,Linda Howard,54
9780809015825,Random Winds,Belva Plain,8
9780449006559,The Carousel,Belva Plain,3
9780373250332,Grass,Sheri S. Tepper,53
9780380820443,One Fish Two Fish Red Fish Blue Fish,"Dr. Seuss, Theodor Seuss Geisel",29
9780385497671,This Boy's Life: A Memoir,Tobias Wolff,63
9780451454249,Zlateh The Goat And Other Stories,"Isaac Bashevis Singer, Maurice Sendak",7
9780941423045,The American Constitution: Its Origins And Development,Alfred H. Kelly,57
9780373871568,Collected Works Of Emile Zola,Emile Zola,68
9780553101430,Plato Complete Works,"Plato, John M. Cooper",64
9780898151916,The Twenty-Seventh City,Jonathan Franzen,18
9780835949361,Cat," N, B Kliban",25
9780880701105,Breaking Clean,Judy Blunt,61
9780399145636,Felicia's Journey: A Novel,William Trevor,5
9780312853235,Possessing The Secret Of Joy,Alice Walker,49
9780688048730,A History Of Croatia,Stephen Gazi,44
9780425161722,Angle Of Repose,Wallace Stegner,40
9780385493802,Of Love And Shadows,Isabel Allende,37
9780849916397,The House Of The Spirits,Isabel Allende,65
9781928791102,Where The Sidewalk Ends: Poems And Drawings,"Shel Silverstein, Shel Silverstein",24
9780671751456,Glorious Country: Food Crafts Decorating,"Liz Trigg, Tessa Evelegh",2
9780440211723,Loving,Charles Sullivan,32
9780877192824,Clarissa,"Samuel Richardson, George Sherburn",61
9780380002450,Italian Fever: A Novel,Valerie Martin,64
9780793133956,The Illustrated Encyclopedia Of Buddhist Wisdom: A Complete Introduction To The Principles And Practices Of Buddhism,Gill Farrer-Halls,49
9780394178011,Common Phrases: And Where They Come From,"John Mordock, Myron Korach",2
9780425134351,Notions And Potions: A Safe Practical Guide To Creating Magic & Miracles,"John Mordock, Myron Korach",26
9780385479684,"K"" Is For Killer",Rikki Ducornet,49
9780380754854,Les Miserables,"Victor Hugo, Charles E. Wilbour",14
9780380538508,Before I Say Good-Bye: A Novel,Mary Higgins Clark,20
9780446611626,Look At Me: A Novel,Jennifer Egan,36
9780671742560,PowerPoint 2000 For Windows For Dummies,Doug Lowe,59
9780515122404,What To Expect When You're Expecting,"Arlene Eisenberg, Heidi Murkoff",22
9780440222811,Babyville,Jane Green,23
9780451204059,Starting Your Marriage Right: What You Need To Know In The Early Years To Make It Last A Lifetime,"Dennis Rainey, Barbara Rainey",30
9780385333344,The Motley Fool Investment Guide : How The Fool Beats Wall Streets Wise Men And How You Can Too,"David Gardner, Tom Gardner",28
9780449131541,What To Expect The First Year,"Arlene Eisenberg, Heidi Murkoff",32
9780440120476,Snow Queen,Joan Vinge,65
9780451188205,Tea With The Black Dragon,R. A. Macavoy,55
9780440130918,Tattoo Girl,Brooke Stevens,49
9780449001950,The Alchemist,Paulo Coelho,30
9780345404770,Miss Julia Speaks Her Mind: A Novel,Ann B. Ross,66
9780451185273,Big Stone Gap: A Novel,Adriana Trigiani,5
9780440224822,Your Blues Ain't Like Mine: A Novel,Bebe Moore Campbell,34
9780671779337,Use What You've Got And Other Business Lessons I Learned From My Mom,Barbara Corcoran,11
9780515134360,Nina: Adolescence,"Amy Hassinger, Mia Barron",49
9780380759491,Fear Of Flying,"Erica Jong, Erica Jong",28
9783442098422,Diamond Spur,Diana Palmer,70
9780394578798,The Silmarillion,"J.R.R. Tolkien, Christopher Tolkien",26
9781558505377,The Torn Skirt,Rebecca Godfrey,6
9780373245697,There's A Spiritual Solution To Every Problem,Wayne W. Dyer,37
9780743201070,The Florabama Ladies' Auxiliary & Sewing Circle,Lois Battle,14
9780689835711,Howl And Other Poems,Allen Ginsberg,42
9780553256789,Frankenstein,"Mary Shelley, Johanna M. Smith",10
9780892967995,Short Stories Of Ernest Hemingway,Ernest Hemingway,67
9780061064500,Back When We Were Grownups: A Novel,Anne Tyler,25
9781551668789,"Birds, Bees And Babies '94: The Best Mistake/ The Baby Machine/  Cullen's Child, Nora Roberts","Nora Roberts, Ann Major, Dallas Schulze",45
9780836230864,The Cat Who Played Brahms,Lilian Jackson Braun,14
9780381999865,Black Notice,Patricia Cornwell,61
9780380817146,Irish Eyes,Andrew M. Greeley,27
9780380752119,Totally Useless Office Skills,Rick Davis,30
9780553212587,Catechism Of The Catholic Church,Catholic Church,33
9780446364768,Father McBride's Family Catechism,"Alfred McBride, O. Praem",70
9780425166611,The Missionary's Catechism,Russell L. Ford,7
9780613129756,The Enthusiasms Of Robertson Davies,"Robertson Davies, Judith Skelton Grant",25
9780765341976,As Nature Made Him: The Boy Who Was Raised As A Girl,John Colapinto,8
9780590514774,Something Under The Bed Is Drooling,Bill Watterson,63
9780373037438,The War Against Population: The Economics And Ideology Of World Population Control,Jacqueline Kasun,69
9780064472777,Mere Christianity,C. S. Lewis,39
9780553581270,Haroun And The Sea Of Stories,Salman Rushdie,36
9780373750016,Wedding Day Murder,Leslie Meier,26
9780393030341,The Complete Book Of Food Counts,Corinne T. Netzer,29
9780553561616,Superior Women,Alice Adams,36
9780312422158,The BOOK OF BEBB,Buechner,70
9780425139066,Mason & Dixon: A Novel,Thomas Pynchon,2
9780450029950,Vineland,Thomas Pynchon,41
9780130139160,Gravity's Rainbow,Thomas Pynchon,6
9780373196746,Maiden Of The Mist: A Legend Of Niagara Falls,"Veronika Martenova Charles, Veronika Martenova Char",62
9780451524485,Self Analysis: A Simple Self-help Volume Of Tests And Techniques Based On The Discoveries Contained In Dianetics,L. Ron Hubbard,57
9780140065176,Self Analysis,L. Ron Hubbard,40
9780440221654,Rabbit-Proof Fence,Doris Pilkington,45
9780373123483,Rain,Stephen Gallagher,8
9780373123100,Kidnapped And Catriona,"Robert Louis Stevenson, Emma Letley",48
9780590225175,She's Leaving Home,Edwina Currie,64
9780399143168,South Seas Myths And Legends,Donald A. Mackenzie,25
9780441322312,20000 Leagues Under The Sea, Jules Verne,38
9780425124345,Cider With Rosie,"Laurie Lee, John Ward",21
9780786889709,Darkness,Sam Siciliano,29
9780312282998,Forever Peace,Joe Haldeman,50
9780425137949,Battle Cry,Leon Uris,25
9780425128923,The Climb: Tragic Ambitions On Everest,"Anatoli Boukreev, G. Weston DeWalt",21
9780425113899,Climbing Mt. Shasta: Route 1 Avalanche Gulch,Steve J. Lewis,70
9780394820378,Fighter: The True Story Of The Battle Of Britain,Len Deighton,35
9780449134481,Never ACT Your Age,"Dale L. Anderson, Arden Moore",44
9780140363364,Lord Of The Flies,"William Golding, E. L. Epstein",20
9780375821813,The Biograph Girl,William J. Mann,13
9780812516821,Sofies Welt,"Jostein Gaarder, Gabriele Haefs",13
9780345348036,Dead Ringer,Lisa Scottoline,7
9780679420118,Cerulean Sins,Laurell K. Hamilton,44
9780871137388,The Book Of Shadows,James Reese,40
9780741409690,The Hobbit,J. R. R. Tolkien,67
9780741407214,Blackwood Farm,Anne Rice,44
9780759612273,Judge Judy Sheindlin's Win Or Lose By How You Choose,"Judge Judy Sheindlin, Bob Tore",46
9780741402851,Vishnus Tod,"Manil Suri, Anette Grube",66
9781585007363,Plays By And About Women,"Victoria Sullivan, James Hatch",66
9780741411273,The New Oxford Book Of Light Verse,Kingsley Amis,19
9780741403476,"The Autobiography Of F.B.I. Special Agent Dale Cooper: My Life, My Tapes",Mark Frost,43
9780741403780,Die Zauberfrau: Roman,Hera Lind,68
9780741403056,The Graywolf Annual Two: Short Stories By Women,Scott Walker,66
9780741405784,Theos Reise: Roman über Die Religionen Der Welt,"Catherine Clement, Tobias Scheffel",63
9780741402912,The Blackwater Lightship: A Novel,Colm Toibin,62
9780553568769,Atlantis Found,Clive Cussler,23
9780345381842,Primary Target,Joe Weber,22
9780140620122,Manifold: Time,Stephen Baxter,40
9780140620108,Welcome To Higby : A Novel,Mark Dunn,8
9780375420825,The Wooden Nickel: A Novel,William Carpenter,13
9780671745530,The Kalahari Typing School For Men: More From The No. 1 Ladies' Detective Agency,Alexander McCall Smith,62
9780805062977,The Redemption Of Althalus,"David Eddings, Leigh Eddings",59
9780553211412,Harvest,Belva Plain,54
9780671510053,"Red, White And Blue",Susan Isaacs,41
9781573229388,Engaging The Enemy,Nora Roberts,57
9780945397410,Holding The Dream,Nora Roberts,32
9780385334037,The Cat Who Saw Stars,Lilian Jackson Braun,10
9780060914653,The Syndrome : A Thriller,John Case,20
9780345347534,Pope Joan: A Novel,Donna Woolfolk Cross,3
9780553213133,Baby B,Michael Ryan,61
9783473540426,Material Witness,Robert K. Tanenbaum,1
9780375507250,Great Bike Rides In And Around Winston-Salem,"Judi Lawson Wallace, Ken",40
9780060529703,Metaphysical Lyrics And Poems Of The Seventeenth Century: Donne To Butler,H. J. C. Grierson,69
9780876850862,"Eat Right 4 Your Type: The Individualized Diet Solution To Staying Healthy, Living Longer & Achieving Your Ideal Weight","Peter J. D'Adamo, Catherine Whitney",58
9780140274158,Dancing At The Victory Cafe,Helene Wiggin,58
9780679743460,Sliver,Ira Levin,55
9780375704024,The French Lieutenant's Woman,John Fowles,48
9780874067392,If Life Is A Bowl Of Cherries What Am I Doing In The Pits?,Erma Bombeck,51
9780590484756,The Magic Pudding,"Norman Lindsay, Philip Pullman",54
9780451527035,The Sewing Circles Of Herat: A Personal Voyage Through Afghanistan,Christina Lamb,37
9781590520772,Jurassic Park AND Congo,Michael Crichton,19
9780590484671,Setting Out On The Voyage: The World Of An Incorrigible Adventurer,Nancy Creagh Phelan,39
9780975311257,The Law Of Similars,Chris Bohjalian,66
9780743237185,People Of The Lie: The Hope For Healing Human Evil,M. Scott Peck,2
9780553586121,The Far Pavilions,M. M. Kaye,13
9780553584516,The Son Of Light,Christian Jacq,44
9780345341204,Independence Day,"Dean Devlin, Roland Emmerich",33
9781551662749,Pet-Rified,Dean Marney,3
9780440175629,The Company Of Cats: 20 Contemporary Stories Of Family Cats,"Michael Rosen, Michael J. Rosen",20
9780440216841,I'm A Stranger Here Myself: Notes On Returning To America After 20 Years Away,Bill Bryson,30
9780345443281,Marilyn's Almost Terminal New York Adventure,Justine Ettler,25
9780553285659,Cause Of Death,Patricia Cornwell,13
9780394800134,The Whispering Rabbit,"Margaret Wise Brown, Cyndy Szekeres",21
9780060972776,The Mystery Of The Poison Arrow Tree,Sheldon Arensen,37
9780064401470,Sally Marshall Is Not An Alien,Amanda McKay,19
9780156001946,Cantor's Dilemma: A Novel,Carl Djerassi,49
9780553263824,The Alchemist A Fable About Following Your Dream,Paulo Coelho,20
9780345418012,My Dream Of You,Nuala O'Faolain,29
9780684801469,Stories For A Faithful Heart,Alice Gray,10
9780393961195,Book Of African Names,Osuntoki,34
9789997522054,Sir Gawain And The Green Knight,"Anonymous, Burton Raffel",48
9780872203495,Waiting To Exhale,Terry McMillan,69
9780312420147,Body Double,Don Lasseter,33
9780911104547,Jimmy Stewart And His Poems,"Jimmy Stewart, Cheryl Gross",54
9780375401312,A Sociable God,Ken Wilber,43
9780140253603,The Vanished Man,Jeffery Deaver,62
9780671789428,Time Flies,Bill Cosby,20
9781566193962,My Side: The Autobiography Of Ruth Gordon,Ruth Gordon,6
9780140169300,The Habit Of Being,"Flannery O'Connor, Sally Fitzgerald",59
9780140077025,The Ultimate Hitchhiker's Guide,Douglas Adams,61
9780679732761,The Collected Stories Of Isaac Bashevis Singer,Isaac Bashevis Singer,28
9780553273601,Nothingmas Day,Adrian Mitchell,26
9780553273915,Hush Little Babies: The True Story Of A Mother Who Murdered Her Own Children,Donald A. Davis,12
9780060256678,GARDENS IN THE DUNES: A Novel,Leslie Marmon Silko,63
9780395927205,Sparks Of Genius: The Thirteen Thinking Tools Of The World's Most Creative People,"Robert S. Root-Bernstein, Michele M. Root-Bernstein",23
9781859671504,The World Of Pele,Joe Marcus,24
9780810935624,Irish Mist,Andrew M. Greeley,28
9780060928339,Sullivan's Island: A Lowcountry Tale,Dorothea Benton Frank,41
9780671003753,Chromosome 6,Robin Cook,31
9780553268447,Incidents In The Rue Laugier,Anita Brookner,23
9780684844725,Gettin' Merry,"Beverly Jenkins, Geri Guillaume",61
9780395051641,Skull Session,Daniel Hecht,20
9780375705229,Point Of Origin,"Patricia Cornwell, Patricia Daniels Cornwell",24
9780380015030,Rising Sun,Michael Crichton,55
9780835607865,Black Friday,James Patterson,56
9781585742189,Cradle And All,James Patterson,1
9780806996028,1st To Die: A Novel,James Patterson,50
9780440215622,Flight From Big Tangle,Anita Daher,13
9780316777735,Arthur,Steve Lawhead,50
9780375501852,Belgrave Square,Anne Perry,7
9780877733751,Siberian Light,Robin White,10
9780805019360,Cold Case,Stephen White,54
9780140070200,To Cut A Long Story Short,Jeffrey Archer,62
9780140236583,Une Vie,Guy De Maupassant,51
9780140042399,Flesh And Blood,Jonathan Kellerman,63
9781590520659,Darwinia: A Novel Of A Very Different Twentieth Century,Robert Charles Wilson,12
9781590521991,A Thousand Plateaus: Capitalism And Schizophrenia,"Gilles Deleuze, Felix Guattari",47
9783446202214,Der Wettermacher: Roman,Peter Weber,66
9783499134449,Intrige: Thriller,Thomas Gifford,10
9780671425173,Die Mambo Kings Spielen Songs Der Liebe,Oscar Hijuelos,10
9780451124340,Das Verbotene Lied,Taiping Shangdi,27
9780345384461,Quadrupelfuge,Harald Schmidt,36
9780446604802,Legend,Jude Deveraux,43
9780345422392,Mastering Linux Premium Edition,Arman Dansh,25
9780679734772,The Complete Hot And Spicy Cookbook,Emma Callery,26
9780440414711,Avatar,Donald Beman,63
9780689715624,Kissed By Shadows,Jane Feather,16
9780812539387,Guiness World Records 2000,Managing Editor Nic Kynaston,47
9780152013363,"L"" Is For Lawless",Jean-Paul Sartre,35
9780425124819,Escape From Kathmandu,Kim Stanley Robinson,16
9780345409461,Lawrence Sanders McNally's Chance,"Vincent Lardo, Lawrence Sanders",53
9781558747340,The Year's Best Horror 14,Karl Edward Wagner,42
9780373250172,Pay It Forward,Catherine Hyde,70
9780763615383,Blast From The Past,Ben Elton,34
9780965975407,"A Treasury Of Irish Myth, Legend & Folklore: Fairy And Folk Tales Of The Irish Peasantry","Lady Gregory, William Butler Yeats",44
9780141001777,Celtic Mythology,Proinsias Mac Cana,59
9780689309359,Ancient Celtic Romances,P W Joyce,39
9780451523365,Western Way: The Native Tradition V. 1: A Practical Guide To The Western Mystery Tradition,"Caitlin Matthews, John Matthews",2
9780786884629,Wings,Terry Pratchett,55
9780449005569,Truckers,Terry Pratchett,64
9780671027346,Keepers Of The Earth: Teacher's Guide,"Michael J. Caduto, Joseph Bruchac",25
9780786927081,The Celts Activity Book,Mike Corbishley,54
9780684831053,The Art Of Celtia,"Courtney Davis, Sir George Trevelyan",34
9780060194918,The Book Of Kells: Selected Plates In Full Color,Blanche Cirker,45
9780684819068,Single & Single,John Le Carre,7
9780375420672,Apocalypse Wow,James Finn Garner,60
9780140368550,Cops,Mark Baker,18
9780395353417,A Cold Heart: An Alex Delaware Novel,Jonathan Kellerman,57
9780066211619,Dead Sleep,Greg Iles,13
9780312254162,Random Acts Of Management:A Dilbert Book,Scott Adams,34
9783453147249,Conversations With Dogbert: A Dilbert Book,Scott Adams,8
9783746611228,The Dilbert Bunch,Scott Adams,23
9783492229333,You Don't Need Experience If You've Got Attitude,Scott Adams,51
9783453177802,"The Boss: Nameless, Blameless & Shameless: Nameless",Scott Adams,10
9783423009157,The Murder Book,Jonathan Kellerman,31
9783596133314,Shock-Trauma,"Jon Franklin, Alan Doelp",28
9783822813393,Jupiter's Bones: A Novel,Faye Kellerman,29
9783426871874,Silent Witness: How Forensic Anthropology Is Used To Solve The World's Toughest Crimes,"Roxana Ferllini, Cyril Wecht",43
9783453171978,No Witnesses,Ridley Pearson,69
9783423620000,The Hancock Boys,Thomas William Simpson,38
9780345375223,Dead Reckoning: The New Science Of Catching Killers,"Michael Baden, Marion Roach",39
9780345375216,Roadwork,Stephen King,26
9780345458292,Sick Puppy,Carl Hiaasen,68
9780140042528,Reliquary,"Douglas J. Preston, Lincoln Child",56
9780380789030,Haunted Yorkshire,W. R.  Mitchell,67
9780446677578,Fear Nothing,Dean Koontz,41
9780345358790,Dale Brown's Dreamland,"Dale Brown, Jim Defelice",42
9780060964047,Shadows Of Steel,Dale Brown,1
9780380558483,J Is For Judgment,Sue Grafton,7
9781558171398,Void Moon,Michael Connelly,65
9780425121047,The Last Coyote,Michael Connelly,51
9780441317509,Killing Critics,Carol O'Connell,5
9780804102278,Death Of A River Guide,Richard Flanagan,45
9780812551389,American Way Of Sex: An Informal Illustrated History,Bradley Smith,11
9780345298980,Christopher And Gay: A Partisan's View Of The Greenwich Village Homosexual Scene,Wallace Hamilton,19
9780345316998,Halfway Home,Paul Monette,16
9780345310422,The Boys And Their Baby,Larry Wolff,1
9780345310309,Gay Ideas: Outing And Other Controversies,Richard D. Mohr,68
9780345310293,The Gay Liberation Book,Len Richmond,48
9780345310118,Culture Clash: The Making Of Gay Sensibility,Michael Bronski,42
9780679734055,"Christianity Social Tolerance,  And Homosexuality: Gay People In Western Europe From The Beginning Of The Christian Era To The Fourteenth Century",John Boswell,40
9780451130440,The Age Of Sensation: A Psychoanalytic Exploration,Herbert Hendin,36
9780553266504,Making History: The Struggle For Gay And Lesbian Equal Rights 1945-1990 : An Oral History,Eric Marcus,48
9780440206156,Queer Looks: Perspectives On Lesbian And Gay Film And Video,"Martha Gever, Pratibha Parmar",66
9780345370778,"The Male Body: Features, Destinies, Exposures",Laurence Goldstein,49
9780441366941,A Queer Reader,Patrick Higgins,39
9780553574838,After The Ball: How America Will Conquer Its Fear And Hatred Of Gays In The 90's,"Marshall Kirk, Hunter Madsen",31
9780915950836,Walt Whitman: A Gay Life,Gary Schmidgall,62
9780060242381,Out Front: Contemporary Gay And Lesbian Plays,"Robert Chesley, Harvey Fierstein",4
9780452265349,Same-Sex Love: And The Path To Wholeness,Robert H. Hopcke,11
9780743457941,Homosexuality In History,Colin Spencer,28
9780373484225,On The Safe Edge: A Manual For SM Play,"Trevor Jacques, Michael Hamilton",5
9780553205756,Get The Message?: A Decade Of Art For Social Change,Lucy R. Lippard,21
9780060171513,The Gay Tapes: A Candid Discussion About Male Homosexuality,David Gottlieb,22
9780312421007,So Little Time: Essays On Gay Life,"Mike Hippler, Randy Shilts",38
9780786000982,Reviving The Tribe: Regenerating Gay Men's Sexuality And Culture In The Ongoing Epidemic,Eric E. Rofes,19
9780380789016,"The Thirteen Original Clan Mothers: Your Sacred Path To Discovering The Gifts, Talents,  And Abilities Of The Feminine Through The Ancient Teachings Of The Sisterhood",Jamie Sams,28
9780451135988,Alchemist,Paulo Coelho,49
9780380018178,Writing For Dollars: 75 Tips For The Freelance Writer,John McCollister,37
9780679004783,Soul's Perfection,Sylvia Browne,10
9780684825823,The Nature Of Good And Evil,Sylvia Browne,25
9780517395752,Adventures Of A Psychic: A Fascinating And Inspiring True-Life Story Of One Of America's Most Successful Clairvoyants,"Sylvia Browne, Antoinette May",31
9780671014209,The Other Side And Back: A Psychic's Guide To Our World And Beyond,"Lindsay Harrison, Sylvia Browne",2
9780679457312,The Camino: A Journey Of The Spirit,Shirley MacLaine,36
9780394557434,Don't Fall Off The Mountain,Shirley Maclaine,15
9780553571653,Way Of The Peaceful Warrior: A Book That Changes Lives,Dan Millman,49
9780312169787,Running From Safety: An Adventure Of The Spirit,Richard Bach,47
9780942257328,The Bridge Across Forever: A Lovestory,Richard Bach,39
9780805008951,A Gift Of Wings,Richard Bach,27
9780786866274,One,Richard Bach,33
9780151000630,The Secret Of Shambhala: In Search Of The Eleventh Insight,James Redfield,59
9780140266771,Maps To Ecstasy: The Healing Power Of Movement,"Gabrielle Roth, John Loudon",40
9780156444507,The Invitation,Oriah Mountain Dreamer,27
9780679723424,Chief Seattle,David Buerge,29
9780441004010,Write From The Heart: Unleashing The Power Of Your Creativity,Hal Zina Bennett,16
9780671500542,The Secret Language Of Stars And Planets: A Visual Key To The Heavens,Geoffrey Cornelius,42
9780140620337,"Chris-In-The-Morning: Love, Life,  And The Whole Karmic Enchilada",Louis Chunovic,21
9780460878265,The Northern Exposure Cookbook: A Community Cookbook From The Heart Of The Alaskan Riviera,Ellis Weiner,60
9783257061260,Northern Exposure: The Official Publication Of The Television Series,Louis Chunovic,3
9783453210998,Northern Exposures: Photographs,Rob Morrow,39
9783404126668,Letters From Cicely: A Northern Exposure Book,Ellis Weiner,31
9783453177628,The Portfolios Of Ansel Adams,Ansel Adams,2
9783453863590,Every Part Of This Earth Is Sacred: Native American Voices In Praise Of Nature,"Mel Curtis, Jana Stone",47
9783499108518,Beyond Birth And Death,A. C. Bhaktivedanta Swami Prabhupada,37
9783518367063,The Journey Of Self-Discovery,A. C. Bhaktivedanta Swami Prabhupâda,12
9783453199767,The Complete Book Of Palmistry,Joyce Wilson,38
9783746670140,The Language Of Life,Bill Moyers,61
9783453088436,The Complete Poems,"Walt Whitman, Francis Murphen",19
9780425137017,The Essential Rumi,Jalal Al-Din Rumi,56
9780553572490,The Soul's Code: In Search Of Character And Calling,James Hillman,12
9780553576979,The Flight Of The Seventh Moon: The Teaching Of The Shields,Lynn V. Andrews,58
9780451450609,Developing Intuition: Practical Guidance For Daily Life,Shakti Gawain,12
9780441001330,The Valkyries,Paulo Coelho,9
9780451454676,Principles Of Instrumental Analysis,Douglas A. Skoog,48
9780373257072,Chemistry,"John McMurry, Robert C. Fay",62
9780441435357,Physical Chemistry,P. W. Atkins,56
9780373092239,Pooh,"A. A. Milne, Ernest H. Shepard",36
9780373057290,The Giving Tree,"Shel Silverstein, Shel Silverstein",15
9780373058440,Dream Pony,"Susannah Leigh, S. Leigh",46
9780349103235,Don't Stand Too Close To A Naked Man,Tim Allen,67
9780571197774,The Wall Street Journal Lifetime Guide To Money: Strategies For Managing Your Finances,Staff Of The Wall St Journal,30
9780679745655,The Indoor Cat,Patricia Curtis,67
9780571200382,Maine Coon Cats,Carol Himsel Daly,13
9780785268482,Really Important Stuff My Kids Have Taught Me,Cynthia L. Copeland,54
9780140445039,Making Your Home A Haven: Stragegies For The Domestically Challenged,"Cyndy Salzmann, Nancy Cobb",34
9780851707778,The Lord God Made Them All,James Herriot,52
9780006276197,"O"" Is For Outlaw Sue Grafton",Walter Mosley,66
9780551031128,The Threatening Storm: The Case For Invading Iraq,Kenneth M. Pollack,14
9780551030688,Blue Latitudes: Boldly Going Where Captain Cook Has Gone Before,Tony Horwitz,20
9780551032514,Embraced By The Light,"Betty J. Eadie, Curtis Taylor",12
9780006498407,Cry Wolf: A Novel,Tami Hoag,24
9780140431261,The Power Of Two,Randi Reisfeld,70
9780099771517,Magic Kingdom For Sale,Terry Brooks,41
9780486265865,The Black Unicorn,Terry Brooks,68
9780671025359,Wizard At Large,Terry Brooks,13
9780876855577,Sweet Enemy,Diana Palmer,17
9780330376136,The Time Machine,H. G. Wells,62
9780140272659,The Invisible Man,H. G. Wells,42
9783407780027,Journey To The Centre Of The Earth,"Jules Verne, Robert Baldick",22
9783407780119,Bradymania!: Everything You Always Wanted To Know--And,Elizabeth Moran,44
9783257250053,The Message,K.A. Applegate,44
9783257250466,The Invasion,Katherine A Applegate,70
9783442435951,The Yearbook,Peter Lerangis,32
9783442435838,Scream Of The Cat,Lynn Beach,52
9783608919721,EVIL ONE,Lynn Beach,64
9783453132269,How To Talk So Kids Will Listen And Listen So Kids Will Talk,"Adele Faber, Elaine Mazlish",8
9783794116645,Farrah,Burstein,6
9783407805737,Graveyard Of The Atlantic: Shipwrecks Of The North Carolina Coast,David Stick,32
9783407805850,Han Solo At Stars' End,Brian Daley,40
9780385720922,Splinter Of The Mind's Eye,Alan Dean Foster,61
9780385498722,The Empire Strikes Back,Donald F. Glut,63
9780972948500,Close Friends,Peter Jenkins,52
9780380813810,50 Simple Things You Can Do To Save The Earth,Earthworks Group,39
9782070372294,A Hiker's Companion: 12000 Miles Of Trail-Tested Wisdom,Cindy Ross,28
9782264030542,Hiking: A Celebration Of The Sport And The World's Best Places To Enjoy It,Cindy Ross,56
9780030615320,Hungry Hiker's Book Of Good Cooking,Gretchen McHugh,21
9780836217636,The Cat Who... Companion,Sharon A. Feaster,51
9780140099836,Forever,Judy Blume,14
9780385314749,The Cat Who Went Up The Creek,Lilian Jackson Braun,14
9780316107419,The Cat Who Sang For The Birds,Lilian Jackson Braun,8
9780894803703,High Tide,R. L. Stine,9
9780449221167,The First Evil,R. L. Stine,8
9780553801033,Body Switchers From Outer Space: R L Stine's Ghosts Of Fear Street #14,"Nina Kiriki Hoffman, R.L. Stine",2
9780590457224,The Elf Queen Of Shannara,Terry Brooks,8
9780316929196,Judy Garland,Anne Edwards,6
